goal	rule	score
parent(X, _EX1)	parent(unknown_mother_lannister, kevan_lannister)	1
parent(X, _EX2)	parent(rhaegar_targaryen, rhaenys_targaryen)	1
parent(_EX2, Y)	parent(olenna_tyrell, mace_tyrell)	1
parent(_EX2, X)	parent(unknown_mother_targaryen, daeron_targaryen)	1
parent(X, _EX0)	parent(eddard_stark, bran_stark)	1
parent(_EX6, X)	parent(selyse_baratheon, shireen_baratheon)	1
parent(lewyn_martell, Z)	parent(lewyn_martell, doran_martell)	1
parent(_EX5, brandon_stark)	parent(rickard_stark, brandon_stark)	1
parent(_EX4, _EX2)	parent(rickard_stark, lyanna_stark)	1
parent(rhaella_targaryen, Y)	parent(rhaella_targaryen, rhaegar_targaryen)	1
parent(_EX4, _EX2)	parent(cassana_estermont, robert_baratheon)	1
parent(_EX0, _EX4)	parent(tywin_lannister, tyrion_lannister)	1
parent(_EX5, rickon_stark)	parent(eddard_stark, rickon_stark)	1
parent(X, Z)	parent(aegon_v_targaryen, aerys_targaryen)	1
male(Z)	male(viserys_targaryen)	1
parent(unknown_mother_greyjoy, _EX6)	parent(unknown_mother_greyjoy, balon_greyjoy)	1
parent(_EX0, X)	parent(cassana_estermont, stannis_baratheon)	1
parent(_EX4, _EX2)	parent(rhaella_targaryen, rhaegar_targaryen)	1
parent(Z, _EX3)	parent(unknown_mother_greyjoy, balon_greyjoy)	1
parent(_EX1, X)	parent(tytos_lannister, tywin_lannister)	1
parent(X, Y)	parent(oberyn_martell, four_unknown_martells)	1
ancestor(oberyn_martell, _EX5)	ancestor(X, Y) :- parent(X, Y)	1
parent(_EX0, _EX3)	parent(elia_martell, rhaenys_targaryen)	1
parent(Y, X)	parent(unknown_father_greyjoy, balon_greyjoy)	1
ancestor(balon_greyjoy, Y)	ancestor(X, Y) :- parent(X, Y)	1
parent(X, _EX5)	parent(joanna_lannister, tyrion_lannister)	1
parent(_EX0, _EX4)	parent(unknown_mother_sand_2, nymeria_sand)	1
parent(_EX4, _EX2)	parent(balon_greyjoy, rodrick_greyjoy)	1
destroy(drogon, iron_throne)	destroy(drogon, iron_throne)	1
male(_EX1)	male(renly_baratheon)	1
parent(X, _EX1)	parent(lewyn_martell, oberyn_martell)	1
ancestor(oberyn_martell, _EX1)	ancestor(X, Y) :- parent(X, Y)	1
male(X)	male(tyene_sand)	1
parent(_EX2, Y)	parent(eddard_stark, sansa_stark)	1
parent(_EX5, tyrion_lannister)	parent(tywin_lannister, tyrion_lannister)	1
parent(Y, X)	parent(mace_tyrell, loras_tyrell)	1
female(_EX1)	female(nymeria_sand)	1
parent(_EX2, X)	parent(unknown_mother_sand_3, sarella_sand)	1
male(Z)	male(bran_stark)	1
parent(stannis_baratheon, Y)	parent(stannis_baratheon, shireen_baratheon)	1
parent(_EX2, X)	parent(cersei_lannister, tommen_lannister)	1
parent(_EX4, X)	parent(doran_martell, trystane_martell)	1
parent(_EX0, X)	parent(rhaella_targaryen, daenerys_targaryen)	1
parent(eddard_stark, _EX4)	parent(eddard_stark, robb_stark)	1
parent(unknown_father_greyjoy, Z)	parent(unknown_father_greyjoy, euron_greyjoy)	1
parent(oberyn_martell, _EX5)	parent(oberyn_martell, tyene_sand)	1
parent(_EX0, _EX4)	parent(unknown_mother_targaryen, rhaella_targaryen)	1
male(maron_greyjoy)	male(maron_greyjoy)	1
male(_EX1)	male(daeron_targaryen)	1
parent(Y, Z)	parent(oberyn_martell, sarella_sand)	1
parent(_EX6, X)	parent(robert_baratheon, gendry)	1
parent(_EX1, X)	parent(balon_greyjoy, yara_greyjoy)	1
parent(aerys_targaryen, _EX5)	parent(aerys_targaryen, viserys_targaryen)	1
parent(Y, Z)	parent(jaime_lannister, myrcella_lannister)	1
female(daenerys_targaryen)	female(daenerys_targaryen)	1
male(Z)	male(daeron_targaryen)	1
parent(X, _EX1)	parent(unknown_father_greyjoy, euron_greyjoy)	1
ancestor(X, Y)	ancestor(X, Y) :- parent(X, Y)	1
parent(eddard_stark, _EX2)	parent(eddard_stark, sansa_stark)	1
parent(X, _EX1)	parent(unknown_mother_greyjoy, aeron_greyjoy)	1
parent(_EX4, _EX2)	parent(doran_martell, trystane_martell)	1
parent(_EX4, _EX0)	parent(tytos_lannister, tywin_lannister)	1
parent(X, _EX2)	parent(kevan_lannister, lancel_lannister)	1
parent(_EX4, _EX2)	parent(alerie_hightower, margaery_tyrell)	1
parent(eddard_stark, Z)	parent(eddard_stark, bran_stark)	1
parent(Z, _EX3)	parent(oberyn_martell, sarella_sand)	1
ancestor(unknown_mother_sand_3, X)	ancestor(X, Y) :- parent(X, Y)	1
parent(rhaella_targaryen, _EX2)	parent(rhaella_targaryen, rhaegar_targaryen)	1
parent(X, _EX1)	parent(kevan_lannister, lancel_lannister)	1
status(Y, X)	status(alerie_hightower, dead)	1
parent(Z, _EX3)	parent(jaime_lannister, myrcella_lannister)	1
parent(oberyn_martell, _EX0)	parent(oberyn_martell, tyene_sand)	1
ancestor(rhaella_targaryen, _EX1)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	1
parent(_EX0, nymeria_sand)	parent(oberyn_martell, nymeria_sand)	1
parent(X, _EX4)	parent(olenna_tyrell, mace_tyrell)	1
parent(X, _EX5)	parent(balon_greyjoy, theon_greyjoy)	1
parent(tywin_lannister, _EX4)	parent(tywin_lannister, cersei_lannister)	1
parent(X, gendry)	parent(robert_baratheon, gendry)	1
parent(_EX0, _EX3)	parent(unknown_mother_greyjoy, balon_greyjoy)	1
parent(X, _EX2)	parent(oberyn_martell, tyene_sand)	1
parent(_EX4, _EX2)	parent(rickard_stark, brandon_stark)	1
parent(_EX2, X)	parent(lyanna_stark, jon_snow)	1
parent(_EX1, X)	parent(unknown_mother_targaryen, aerys_targaryen)	1
male(Y)	male(trystane_martell)	1
parent(_EX2, Y)	parent(unknown_mother_sand_1, obara_sand)	1
parent(Z, _EX3)	parent(joanna_lannister, cersei_lannister)	1
parent(_EX3, _EX4)	parent(cassana_estermont, stannis_baratheon)	1
parent(_EX4, Y)	parent(olenna_tyrell, mace_tyrell)	1
parent(X, _EX2)	parent(catelyn_stark, arya_stark)	1
parent(X, _EX2)	parent(unknown_mother_greyjoy, aeron_greyjoy)	1
parent(X, _EX2)	parent(alannys_harlaw, theon_greyjoy)	1
parent(joanna_lannister, X)	parent(joanna_lannister, jaime_lannister)	1
parent(_EX4, X)	parent(unknown_mother_martell, doran_martell)	1
parent(_EX5, rodrick_greyjoy)	parent(balon_greyjoy, rodrick_greyjoy)	1
parent(_EX1, X)	parent(cersei_lannister, myrcella_lannister)	1
parent(X, _EX2)	parent(alannys_harlaw, rodrick_greyjoy)	1
destroy(X, iron_throne)	destroy(drogon, iron_throne)	1
parent(X, _EX2)	parent(unknown_mother_stark, eddard_stark)	1
parent(_EX4, _EX2)	parent(steffon_baratheon, stannis_baratheon)	1
parent(X, _EX1)	parent(catelyn_stark, arya_stark)	1
parent(X, _EX5)	parent(unknown_mother_lannister, kevan_lannister)	1
parent(eddard_stark, Y)	parent(eddard_stark, rickon_stark)	1
parent(_EX4, Y)	parent(unknown_mother_stark, lyanna_stark)	1
ancestor(tytos_lannister, _EX4)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	1
parent(balon_greyjoy, Z)	parent(balon_greyjoy, theon_greyjoy)	1
parent(Y, Z)	parent(catelyn_stark, rickon_stark)	1
parent(_EX4, X)	parent(steffon_baratheon, stannis_baratheon)	1
parent(X, _EX6)	parent(unknown_mother_greyjoy, balon_greyjoy)	1
parent(elia_martell, _EX6)	parent(elia_martell, aegon_targaryen)	1
parent(tywin_lannister, Y)	parent(tywin_lannister, jaime_lannister)	1
parent(X, Z)	parent(olenna_tyrell, mace_tyrell)	1
ancestor(_EX4, Y)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	1
parent(_EX4, _EX0)	parent(balon_greyjoy, yara_greyjoy)	1
parent(jaime_lannister, _EX5)	parent(jaime_lannister, tommen_lannister)	1
male(tyene_sand)	male(tyene_sand)	1
parent(_EX4, doran_martell)	parent(lewyn_martell, doran_martell)	1
parent(_EX4, _EX2)	parent(unknown_mother_martell, doran_martell)	1
parent(_EX5, tywin_lannister)	parent(tytos_lannister, tywin_lannister)	1
parent(_EX0, _EX3)	parent(balon_greyjoy, maron_greyjoy)	1
ancestor(rhaegar_targaryen, _EX4)	ancestor(X, Y) :- parent(X, Y)	1
parent(_EX4, mace_tyrell)	parent(olenna_tyrell, mace_tyrell)	1
parent(_EX4, _EX2)	parent(jaime_lannister, joffery_lannister)	1
parent(_EX4, _EX2)	parent(unknown_mother_stark, brandon_stark)	1
ancestor(kevan_lannister, Z)	ancestor(X, Y) :- parent(X, Y)	1
parent(_EX6, _EX0)	parent(unknown_mother_greyjoy, balon_greyjoy)	1
parent(Y, X)	parent(lewyn_martell, doran_martell)	1
parent(X, _EX5)	parent(lewyn_martell, oberyn_martell)	1
parent(_EX0, _EX4)	parent(cassana_estermont, stannis_baratheon)	1
parent(_EX4, _EX0)	parent(unknown_mother_targaryen, aerys_targaryen)	1
parent(_EX5, stannis_baratheon)	parent(cassana_estermont, stannis_baratheon)	1
parent(X, _EX5)	parent(unknown_father_greyjoy, euron_greyjoy)	1
parent(cersei_lannister, _EX1)	parent(cersei_lannister, tommen_lannister)	1
parent(X, brandon_stark)	parent(unknown_mother_stark, brandon_stark)	1
parent(oberyn_martell, Z)	parent(oberyn_martell, obara_sand)	1
parent(X, Y)	parent(rhaella_targaryen, daenerys_targaryen)	1
ancestor(rhaegar_targaryen, _EX5)	ancestor(X, Y) :- parent(X, Y)	1
male(Y)	male(rhaegar_targaryen)	1
parent(X, _EX3)	parent(unknown_mother_greyjoy, euron_greyjoy)	1
parent(_EX2, Y)	parent(unknown_mother_targaryen, daeron_targaryen)	1
male(Y)	male(jon_snow)	1
parent(_EX4, X)	parent(ellaria_sand, tyene_sand)	1
parent(Y, Z)	parent(alannys_harlaw, yara_greyjoy)	1
parent(_EX6, _EX4)	parent(cersei_lannister, joffery_lannister)	1
parent(_EX3, _EX4)	parent(unknown_mother_lannister, tywin_lannister)	1
ancestor(robert_baratheon, Z)	ancestor(X, Y) :- parent(X, Y)	1
ancestor(rickard_stark, _EX3)	ancestor(X, Y) :- parent(X, Y)	1
ancestor(oberyn_martell, X)	ancestor(X, Y) :- parent(X, Y)	1
parent(Z, _EX3)	parent(catelyn_stark, robb_stark)	1
status(Y, X)	status(rickard_stark, dead)	1
parent(X, _EX1)	parent(jaime_lannister, tommen_lannister)	1
parent(X, Y)	parent(aegon_v_targaryen, rhaella_targaryen)	1
parent(X, _EX5)	parent(catelyn_stark, arya_stark)	1
parent(X, _EX5)	parent(unknown_mother_greyjoy, aeron_greyjoy)	1
parent(_EX0, _EX3)	parent(aegon_v_targaryen, duncan_targaryen)	1
status(Y, X)	status(loras_tyrell, dead)	1
parent(tywin_lannister, _EX1)	parent(tywin_lannister, cersei_lannister)	1
ancestor(rhaella_targaryen, _EX5)	ancestor(X, Y) :- parent(X, Y)	1
parent(X, _EX4)	parent(tywin_lannister, cersei_lannister)	1
parent(_EX0, _EX3)	parent(unknown_mother_targaryen, duncan_targaryen)	1
male(Y)	male(varys)	1
parent(X, _EX2)	parent(aegon_v_targaryen, daeron_targaryen)	1
parent(_EX6, X)	parent(tywin_lannister, tyrion_lannister)	1
parent(rhaegar_targaryen, Y)	parent(rhaegar_targaryen, rhaenys_targaryen)	1
father(eddard_stark, _EX6)	father(X, Y) :- male(X), parent(X, Y)	1
child(_EX6, X)	child(X, Y) :- parent(Y, X)	1
parent(_EX0, _EX3)	parent(rhaella_targaryen, viserys_targaryen)	1
parent(_EX2, Y)	parent(unknown_mother_sand_3, sarella_sand)	1
parent(_EX4, Y)	parent(tywin_lannister, cersei_lannister)	1
parent(balon_greyjoy, _EX1)	parent(balon_greyjoy, yara_greyjoy)	1
parent(Y, Z)	parent(unknown_mother_sand_2, nymeria_sand)	1
female(_EX4)	female(alannys_harlaw)	1
parent(oberyn_martell, _EX4)	parent(oberyn_martell, obara_sand)	1
parent(balon_greyjoy, _EX4)	parent(balon_greyjoy, yara_greyjoy)	1
parent(_EX2, Y)	parent(oberyn_martell, sarella_sand)	1
parent(_EX4, rhaegar_targaryen)	parent(aerys_targaryen, rhaegar_targaryen)	1
parent(_EX0, _EX4)	parent(tywin_lannister, jaime_lannister)	1
male(X)	male(aegon_targaryen)	1
parent(X, _EX3)	parent(tytos_lannister, kevan_lannister)	1
parent(_EX6, _EX0)	parent(balon_greyjoy, maron_greyjoy)	1
status(X, dead)	status(viserys_targaryen, dead)	1
parent(eddard_stark, _EX4)	parent(eddard_stark, bran_stark)	1
parent(X, Z)	parent(tywin_lannister, cersei_lannister)	1
parent(Z, _EX3)	parent(alannys_harlaw, yara_greyjoy)	1
parent(Z, _EX3)	parent(unknown_mother_sand_2, nymeria_sand)	1
parent(jaime_lannister, Y)	parent(jaime_lannister, tommen_lannister)	1
who_loved_daenerys(X)	who_loved_daenerys(X) :- love(X, daenerys_targaryen)	1
parent(_EX3, _EX4)	parent(mellario_of_norvos, trystane_martell)	1
female(X)	female(catelyn_stark)	1
parent(Y, X)	parent(aegon_v_targaryen, aerys_targaryen)	1
parent(_EX6, _EX4)	parent(luthor_tyrell, mace_tyrell)	1
parent(_EX6, _EX0)	parent(unknown_father_greyjoy, aeron_greyjoy)	1
male(Z)	male(robb_stark)	1
parent(_EX6, _EX0)	parent(aegon_v_targaryen, duncan_targaryen)	1
parent(_EX0, _EX4)	parent(steffon_baratheon, robert_baratheon)	1
parent(_EX0, doran_martell)	parent(lewyn_martell, doran_martell)	1
parent(doran_martell, _EX1)	parent(doran_martell, trystane_martell)	1
parent(_EX6, _EX0)	parent(unknown_mother_targaryen, duncan_targaryen)	1
parent(X, _EX6)	parent(aegon_v_targaryen, duncan_targaryen)	1
parent(_EX6, X)	parent(unknown_mother_martell, oberyn_martell)	1
parent(joanna_lannister, _EX6)	parent(joanna_lannister, cersei_lannister)	1
parent(Y, Z)	parent(unknown_mother_greyjoy, euron_greyjoy)	1
parent(_EX6, _EX4)	parent(oberyn_martell, nymeria_sand)	1
parent(eddard_stark, _EX2)	parent(eddard_stark, arya_stark)	1
parent(X, _EX6)	parent(unknown_mother_targaryen, duncan_targaryen)	1
parent(_EX3, _EX4)	parent(mace_tyrell, margaery_tyrell)	1
parent(_EX0, tywin_lannister)	parent(unknown_mother_lannister, tywin_lannister)	1
parent(_EX6, _EX0)	parent(rickard_stark, lyanna_stark)	1
parent(_EX4, Y)	parent(kevan_lannister, willem_lannister)	1
parent(Z, _EX3)	parent(rhaegar_targaryen, jon_snow)	1
parent(_EX6, _EX0)	parent(cassana_estermont, robert_baratheon)	1
parent(balon_greyjoy, rodrick_greyjoy)	parent(balon_greyjoy, rodrick_greyjoy)	1
parent(_EX5, cersei_lannister)	parent(tywin_lannister, cersei_lannister)	1
ancestor(robert_baratheon, _EX1)	ancestor(X, Y) :- parent(X, Y)	1
parent(X, _EX5)	parent(joanna_lannister, jaime_lannister)	1
parent(X, _EX5)	parent(jaime_lannister, tommen_lannister)	1
parent(X, _EX6)	parent(catelyn_stark, rickon_stark)	1
parent(X, _EX3)	parent(unknown_mother_targaryen, aerys_targaryen)	1
parent(X, _EX0)	parent(alannys_harlaw, rodrick_greyjoy)	1
status(X, dead)	status(shireen_baratheon, dead)	1
parent(_EX0, X)	parent(catelyn_stark, sansa_stark)	1
parent(_EX2, X)	parent(unknown_mother_lannister, kevan_lannister)	1
ancestor(balon_greyjoy, _EX5)	ancestor(X, Y) :- parent(X, Y)	1
parent(_EX6, aerys_targaryen)	parent(unknown_mother_targaryen, aerys_targaryen)	1
parent(X, _EX3)	parent(cersei_lannister, myrcella_lannister)	1
parent(X, _EX6)	parent(catelyn_stark, robb_stark)	1
ancestor(aerys_targaryen, _EX3)	ancestor(X, Y) :- parent(X, Y)	1
parent(_EX3, _EX4)	parent(steffon_baratheon, renly_baratheon)	1
parent(unknown_mother_stark, _EX1)	parent(unknown_mother_stark, eddard_stark)	1
parent(X, _EX5)	parent(selyse_baratheon, shireen_baratheon)	1
ancestor(mace_tyrell, _EX1)	ancestor(X, Y) :- parent(X, Y)	1
parent(rhaella_targaryen, X)	parent(rhaella_targaryen, viserys_targaryen)	1
male(euron_greyjoy)	male(euron_greyjoy)	1
status(Y, X)	status(mace_tyrell, dead)	1
parent(_EX3, _EX4)	parent(rickard_stark, benjen_stark)	1
female(_EX1)	female(unknown_mother_sand_2)	1
male(_EX1)	male(oberyn_martell)	1
parent(_EX0, _EX4)	parent(elia_martell, aegon_targaryen)	1
parent(_EX0, X)	parent(rhaella_targaryen, rhaegar_targaryen)	1
parent(X, Y)	parent(catelyn_stark, bran_stark)	1
male(Z)	male(steffon_baratheon)	1
parent(X, _EX0)	parent(unknown_mother_lannister, tywin_lannister)	1
ancestor(cassana_estermont, X)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	1
parent(X, Y)	parent(aerys_targaryen, rhaegar_targaryen)	1
status(Y, X)	status(arya_stark, alive)	1
parent(_EX3, _EX4)	parent(lewyn_martell, ella_martell)	1
parent(X, _EX4)	parent(jaime_lannister, myrcella_lannister)	1
parent(_EX1, X)	parent(alerie_hightower, loras_tyrell)	1
parent(_EX0, X)	parent(balon_greyjoy, rodrick_greyjoy)	1
parent(unknown_mother_stark, benjen_stark)	parent(unknown_mother_stark, benjen_stark)	1
parent(X, _EX6)	parent(mace_tyrell, loras_tyrell)	1
parent(_EX2, X)	parent(unknown_father_greyjoy, euron_greyjoy)	1
ancestor(kevan_lannister, lancel_lannister)	ancestor(X, Y) :- parent(X, Y)	1
ancestor(aerys_targaryen, _EX2)	ancestor(X, Y) :- parent(X, Y)	1
parent(eddard_stark, _EX3)	parent(eddard_stark, bran_stark)	1
parent(X, _EX4)	parent(joanna_lannister, cersei_lannister)	1
status(Y, X)	status(ellaria_sand, alive)	1
parent(rhaella_targaryen, _EX5)	parent(rhaella_targaryen, rhaegar_targaryen)	1
parent(rhaella_targaryen, _EX0)	parent(rhaella_targaryen, viserys_targaryen)	1
parent(_EX0, _EX4)	parent(eddard_stark, sansa_stark)	1
parent(X, oberyn_martell)	parent(unknown_mother_martell, oberyn_martell)	1
parent(cersei_lannister, X)	parent(cersei_lannister, myrcella_lannister)	1
parent(_EX0, _EX4)	parent(steffon_baratheon, renly_baratheon)	1
male(_EX1)	male(stannis_baratheon)	1
parent(_EX0, X)	parent(alerie_hightower, margaery_tyrell)	1
parent(_EX4, Y)	parent(joanna_lannister, cersei_lannister)	1
parent(_EX6, _EX4)	parent(unknown_mother_stark, benjen_stark)	1
parent(_EX0, _EX3)	parent(lyanna_stark, jon_snow)	1
parent(X, Y)	parent(lewyn_martell, ella_martell)	1
parent(X, Z)	parent(oberyn_martell, sarella_sand)	1
male(Z)	male(stannis_baratheon)	1
parent(X, Z)	parent(jaime_lannister, myrcella_lannister)	1
parent(X, _EX1)	parent(rickard_stark, eddard_stark)	1
parent(X, _EX5)	parent(robert_baratheon, gendry)	1
love(daenerys_targaryen, _EX0)	love(daenerys_targaryen, dario_naharis)	1
parent(X, _EX2)	parent(ellaria_sand, four_unknown_martells)	1
parent(_EX6, _EX0)	parent(rickard_stark, brandon_stark)	1
parent(X, _EX6)	parent(cersei_lannister, tommen_lannister)	1
female(_EX4)	female(unknown_mother_martell)	1
parent(_EX2, X)	parent(oberyn_martell, tyene_sand)	1
parent(Y, X)	parent(olenna_tyrell, mace_tyrell)	1
parent(_EX1, X)	parent(unknown_mother_targaryen, daeron_targaryen)	1
parent(rhaella_targaryen, Y)	parent(rhaella_targaryen, daenerys_targaryen)	1
parent(X, Z)	parent(joanna_lannister, cersei_lannister)	1
ancestor(X, mace_tyrell)	ancestor(X, Y) :- parent(X, Y)	1
parent(_EX2, X)	parent(unknown_mother_greyjoy, aeron_greyjoy)	1
parent(X, _EX4)	parent(catelyn_stark, rickon_stark)	1
male(Y)	male(lancel_lannister)	1
parent(robert_baratheon, _EX0)	parent(robert_baratheon, gendry)	1
status(Y, X)	status(cassana_estermont, dead)	1
ancestor(eddard_stark, _EX5)	ancestor(X, Y) :- parent(X, Y)	1
parent(X, _EX3)	parent(elia_martell, aegon_targaryen)	1
parent(steffon_baratheon, Z)	parent(steffon_baratheon, stannis_baratheon)	1
parent(_EX0, X)	parent(doran_martell, trystane_martell)	1
parent(Y, X)	parent(unknown_mother_stark, lyanna_stark)	1
parent(_EX2, X)	parent(unknown_mother_stark, eddard_stark)	1
parent(_EX0, balon_greyjoy)	parent(unknown_mother_greyjoy, balon_greyjoy)	1
parent(Y, Z)	parent(tywin_lannister, jaime_lannister)	1
parent(X, eddard_stark)	parent(unknown_mother_stark, eddard_stark)	1
parent(X, _EX0)	parent(mellario_of_norvos, trystane_martell)	1
parent(_EX4, _EX0)	parent(alerie_hightower, loras_tyrell)	1
parent(Z, X)	parent(lewyn_martell, doran_martell)	1
parent(X, Y)	parent(rickard_stark, lyanna_stark)	1
male(X)	male(joffery_lannister)	1
parent(X, _EX4)	parent(catelyn_stark, robb_stark)	1
ancestor(X, lancel_lannister)	ancestor(X, Y) :- parent(X, Y)	1
status(X, dead)	status(lyanna_stark, dead)	1
parent(_EX6, X)	parent(rhaella_targaryen, daenerys_targaryen)	1
parent(Z, _EX3)	parent(unknown_mother_targaryen, aerys_targaryen)	1
parent(_EX0, X)	parent(rickard_stark, brandon_stark)	1
parent(_EX3, _EX4)	parent(ellaria_sand, four_unknown_martells)	1
parent(cersei_lannister, _EX0)	parent(cersei_lannister, tommen_lannister)	1
parent(_EX2, Y)	parent(rhaegar_targaryen, rhaenys_targaryen)	1
parent(X, _EX5)	parent(eddard_stark, arya_stark)	1
parent(X, _EX0)	parent(mace_tyrell, margaery_tyrell)	1
parent(rickard_stark, X)	parent(rickard_stark, lyanna_stark)	1
parent(Z, _EX3)	parent(cersei_lannister, myrcella_lannister)	1
parent(balon_greyjoy, _EX1)	parent(balon_greyjoy, maron_greyjoy)	1
parent(_EX5, cersei_lannister)	parent(joanna_lannister, cersei_lannister)	1
parent(X, Z)	parent(catelyn_stark, rickon_stark)	1
parent(_EX1, X)	parent(unknown_mother_sand_3, sarella_sand)	1
female(_EX1)	female(yara_greyjoy)	1
parent(balon_greyjoy, _EX0)	parent(balon_greyjoy, yara_greyjoy)	1
parent(X, _EX6)	parent(lewyn_martell, doran_martell)	1
parent(_EX0, X)	parent(steffon_baratheon, stannis_baratheon)	1
female(X)	female(shireen_baratheon)	1
parent(X, trystane_martell)	parent(mellario_of_norvos, trystane_martell)	1
parent(Y, Z)	parent(balon_greyjoy, theon_greyjoy)	1
love(X, daenerys_targaryen)	love(jon_snow, daenerys_targaryen)	1
male(Y)	male(night_king)	1
parent(_EX6, X)	parent(tywin_lannister, jaime_lannister)	1
parent(_EX4, _EX0)	parent(unknown_mother_targaryen, daeron_targaryen)	1
parent(X, _EX6)	parent(unknown_mother_greyjoy, euron_greyjoy)	1
male(_EX1)	male(jaime_lannister)	1
parent(oberyn_martell, _EX3)	parent(oberyn_martell, obara_sand)	1
parent(X, Y)	parent(rhaella_targaryen, rhaegar_targaryen)	1
parent(_EX4, Y)	parent(catelyn_stark, robb_stark)	1
parent(_EX0, _EX4)	parent(kevan_lannister, martyn_lannister)	1
parent(_EX0, X)	parent(unknown_mother_martell, doran_martell)	1
parent(X, _EX4)	parent(alannys_harlaw, yara_greyjoy)	1
parent(X, _EX4)	parent(unknown_mother_sand_2, nymeria_sand)	1
parent(_EX4, _EX2)	parent(aegon_v_targaryen, rhaella_targaryen)	1
parent(_EX6, _EX0)	parent(lewyn_martell, doran_martell)	1
parent(X, _EX0)	parent(eddard_stark, robb_stark)	1
parent(_EX6, _EX4)	parent(mellario_of_norvos, trystane_martell)	1
parent(_EX0, X)	parent(jaime_lannister, joffery_lannister)	1
parent(_EX0, X)	parent(unknown_mother_stark, brandon_stark)	1
parent(_EX2, X)	parent(jaime_lannister, tommen_lannister)	1
parent(_EX0, _EX4)	parent(rhaella_targaryen, rhaegar_targaryen)	1
parent(_EX6, X)	parent(steffon_baratheon, robert_baratheon)	1
parent(tytos_lannister, tywin_lannister)	parent(tytos_lannister, tywin_lannister)	1
parent(X, _EX0)	parent(lewyn_martell, ella_martell)	1
parent(X, _EX2)	parent(unknown_mother_targaryen, rhaella_targaryen)	1
status(X, dead)	status(trystane_martell, dead)	1
ancestor(doran_martell, Y)	ancestor(X, Y) :- parent(X, Y)	1
parent(X, _EX2)	parent(unknown_mother_martell, oberyn_martell)	1
parent(_EX6, _EX4)	parent(mace_tyrell, margaery_tyrell)	1
male(Y)	male(kevan_lannister)	1
parent(X, _EX1)	parent(unknown_mother_targaryen, rhaella_targaryen)	1
parent(_EX4, _EX0)	parent(unknown_mother_sand_3, sarella_sand)	1
parent(Y, Z)	parent(elia_martell, aegon_targaryen)	1
parent(X, _EX4)	parent(rhaegar_targaryen, jon_snow)	1
parent(Y, X)	parent(unknown_mother_sand_1, obara_sand)	1
parent(_EX0, X)	parent(ellaria_sand, tyene_sand)	1
parent(_EX2, X)	parent(aegon_v_targaryen, daeron_targaryen)	1
parent(X, Y)	parent(mace_tyrell, loras_tyrell)	1
status(Y, X)	status(lewyn_martell, dead)	1
parent(_EX4, X)	parent(unknown_mother_greyjoy, balon_greyjoy)	1
parent(_EX2, Y)	parent(tytos_lannister, kevan_lannister)	1
father(_EX1, balon_greyjoy)	father(X, Y) :- male(X), parent(X, Y)	1
male(Y)	male(lewyn_martell)	1
parent(_EX4, Y)	parent(alannys_harlaw, yara_greyjoy)	1
parent(Y, Z)	parent(unknown_father_greyjoy, euron_greyjoy)	1
parent(oberyn_martell, Y)	parent(oberyn_martell, tyene_sand)	1
parent(_EX0, rhaegar_targaryen)	parent(aerys_targaryen, rhaegar_targaryen)	1
status(Y, X)	status(tywin_lannister, dead)	1
descendant(X, unknown_mother_sand_3)	descendant(X, Y) :- ancestor(Y, X)	1
parent(_EX6, X)	parent(cassana_estermont, renly_baratheon)	1
parent(X, Y)	parent(doran_martell, trystane_martell)	1
parent(_EX6, X)	parent(oberyn_martell, nymeria_sand)	1
parent(rickard_stark, X)	parent(rickard_stark, brandon_stark)	1
parent(Y, X)	parent(kevan_lannister, willem_lannister)	1
parent(_EX1, rickon_stark)	parent(eddard_stark, rickon_stark)	1
parent(Y, Z)	parent(eddard_stark, sansa_stark)	1
parent(_EX2, Y)	parent(oberyn_martell, tyene_sand)	1
parent(X, _EX5)	parent(tywin_lannister, tyrion_lannister)	1
status(X, dead)	status(nymeria_sand, dead)	1
parent(_EX6, _EX4)	parent(eddard_stark, robb_stark)	1
parent(X, Z)	parent(unknown_mother_sand_2, nymeria_sand)	1
ancestor(_EX6, Y)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	1
parent(X, cersei_lannister)	parent(tywin_lannister, cersei_lannister)	1
ancestor(aerys_targaryen, _EX5)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	1
parent(_EX6, X)	parent(elia_martell, aegon_targaryen)	1
parent(_EX3, X)	parent(rhaella_targaryen, daenerys_targaryen)	1
male(_EX1)	male(aeron_greyjoy)	1
male(Y)	male(eddard_stark)	1
status(X, dead)	status(meryn_trant, dead)	1
parent(_EX0, _EX3)	parent(rhaegar_targaryen, rhaenys_targaryen)	1
status(Y, X)	status(selyse_baratheon, dead)	1
parent(_EX4, Y)	parent(rhaegar_targaryen, jon_snow)	1
parent(_EX2, Y)	parent(alannys_harlaw, rodrick_greyjoy)	1
parent(_EX4, _EX2)	parent(kevan_lannister, willem_lannister)	1
parent(balon_greyjoy, Y)	parent(balon_greyjoy, maron_greyjoy)	1
female(X)	female(rhaenys_targaryen)	1
